datetime,timestamp,open,high,low,close,volume
2025-09-28 03:00:00+00:00,1759028400000,55.08,55.62,54.95,55.62,1450.72
2025-09-28 04:00:00+00:00,1759032000000,55.62,55.68,54.91,55.6,2523.58
2025-09-28 05:00:00+00:00,1759035600000,55.6,56.89,55.44,55.73,2993.08
2025-09-28 06:00:00+00:00,1759039200000,55.73,56.17,55.72,56.03,2390.96
2025-09-28 07:00:00+00:00,1759042800000,56.03,56.76,55.51,56.75,1419.81
2025-09-28 08:00:00+00:00,1759046400000,56.75,58.72,56.51,58.4,1641.32
2025-09-28 09:00:00+00:00,1759050000000,58.4,59.07,57.9,58.55,3468.9
2025-09-28 10:00:00+00:00,1759053600000,58.55,58.85,57.82,58.31,1341.98
2025-09-28 11:00:00+00:00,1759057200000,58.31,58.44,57.55,57.79,1057.17
2025-09-28 12:00:00+00:00,1759060800000,57.79,58.4,57.67,58.32,1308.82
2025-09-28 13:00:00+00:00,1759064400000,58.32,59.37,57.49,58.77,2265.31
2025-09-28 14:00:00+00:00,1759068000000,58.77,59.26,58.64,59.18,1784.08
2025-09-28 15:00:00+00:00,1759071600000,59.18,59.38,57.94,58.47,4102.82
2025-09-28 16:00:00+00:00,1759075200000,58.47,58.87,58.29,58.57,1508.21
2025-09-28 17:00:00+00:00,1759078800000,58.57,59.29,58.34,59.21,2175.4
2025-09-28 18:00:00+00:00,1759082400000,59.21,59.72,59.05,59.44,2812.55
2025-09-28 19:00:00+00:00,1759086000000,59.19,60.1,59.1,59.97,12779.5
2025-09-28 20:00:00+00:00,1759089600000,59.97,61.19,60.09,60.25,4659.9
2025-09-28 21:00:00+00:00,1759093200000,60.35,61.48,60.19,60.67,2362.89
2025-09-28 22:00:00+00:00,1759096800000,60.67,61.42,60.57,60.98,1699.19
2025-09-28 23:00:00+00:00,1759100400000,60.98,62.52,60.63,62.44,4510.94
2025-09-29 00:00:00+00:00,1759104000000,62.44,67.31,62.32,67.16,7597.32
2025-09-29 01:00:00+00:00,1759107600000,67.16,72.54,64.06,65.41,12364.77
2025-09-29 02:00:00+00:00,1759111200000,65.41,70.72,64.97,67.01,11394.43
2025-09-29 03:00:00+00:00,1759114800000,67.01,67.21,65.11,66.95,5775.14
2025-09-29 04:00:00+00:00,1759118400000,66.95,67.27,66.02,66.45,7933.55
2025-09-29 05:00:00+00:00,1759122000000,66.45,66.51,64.37,64.88,6781.54
2025-09-29 06:00:00+00:00,1759125600000,64.88,65.09,63.55,64.16,2174.12
2025-09-29 07:00:00+00:00,1759129200000,64.16,66.32,63.32,66.2,2218.89
2025-09-29 08:00:00+00:00,1759132800000,66.2,67.86,66.08,67.71,6804.51
2025-09-29 09:00:00+00:00,1759136400000,67.71,67.78,65.88,66.98,2235.13
2025-09-29 10:00:00+00:00,1759140000000,66.98,69.04,66.85,68.5,4573.72
2025-09-29 11:00:00+00:00,1759143600000,68.5,69.63,67.44,67.54,3460.49
2025-09-29 12:00:00+00:00,1759147200000,67.54,68.11,65.08,65.16,4691.62
2025-09-29 13:00:00+00:00,1759150800000,65.16,67.88,62.2,67.8,6879.02
2025-09-29 14:00:00+00:00,1759154400000,67.8,69.79,67.28,68.37,8339.3
2025-09-29 15:00:00+00:00,1759158000000,68.37,69.54,67.58,69.06,10436.02
2025-09-29 16:00:00+00:00,1759161600000,69.06,70.37,67.83,70.19,3913.79
2025-09-29 17:00:00+00:00,1759165200000,70.19,70.21,68.04,69.18,6260.26
2025-09-29 18:00:00+00:00,1759168800000,69.18,70.25,66.98,67.67,13276.55
2025-09-29 19:00:00+00:00,1759172400000,67.67,70.11,67.01,69.83,8596.04
2025-09-29 20:00:00+00:00,1759176000000,69.83,70.25,67.75,69.66,7287.46
